symbol,expiry_date,snapshot_date,futures_price,prev_price,price_chg_pct,open_interest,oi_change,volume_contracts,oi_chg_pct,buildup_type,buildup_strength,company_name,sector,market_cap_tier,is_nifty50,is_banknifty,is_nifty_next50,has_earnings_this_week,earnings_date,days_to_earnings
BAJAJ-AUTO,2026-06-30,2026-06-01,10025.0,10276.5,-2.45,2697450,156675,6156,6.17,Short Buildup,Moderate,Bajaj Auto,Automobile,large,True,False,False,False,,
BAJAJFINSV,2026-06-30,2026-06-01,1767.9,1801.3,-1.85,9341000,-47250,2497,-0.5,Neutral,Weak,Bajaj Finserv,Financial Services,large,True,False,False,False,,
BAJFINANCE,2026-06-30,2026-06-01,890.1,913.2,-2.53,71742000,-60750,6993,-0.08,Neutral,Weak,Bajaj Finance,Financial Services,large,True,False,False,False,,
BANDHANBNK,2026-06-30,2026-06-01,208.25,210.91,-1.26,104601600,32400,3523,0.03,Neutral,Weak,Bandhan Bank,Banking,mid,False,True,False,False,,
BANKBARODA,2026-06-30,2026-06-01,265.75,271.0,-1.94,118559025,269100,3775,0.23,Neutral,Weak,Bank of Baroda,Banking,mid,False,False,True,False,,
BEL,2026-06-30,2026-06-01,409.3,415.45,-1.48,109216275,267900,6710,0.25,Neutral,Weak,Bharat Electronics,Capital Goods,large,True,False,False,False,,
BHARTIARTL,2026-06-30,2026-06-01,1824.6,1845.0,-1.11,52604350,-5165150,20462,-8.94,Long Unwinding,Moderate,Bharti Airtel,Telecom,large,True,False,False,False,,
BHEL,2026-06-30,2026-06-01,406.9,420.35,-3.2,114450000,-2331000,5620,-2.0,Long Unwinding,Moderate,BHEL,Infrastructure,mid,False,False,True,False,,
BIOCON,2026-06-30,2026-06-01,429.2,433.5,-0.99,40447500,-165000,2170,-0.41,Neutral,Weak,Biocon,Pharmaceuticals,mid,False,False,False,False,,
BOSCHLTD,2026-06-30,2026-06-01,36900.0,37105.0,-0.55,338175,-8350,2035,-2.41,Neutral,Weak,Bosch,Automobile,mid,False,False,True,False,,
BPCL,2026-06-30,2026-06-01,298.65,301.25,-0.86,46898350,-27650,2041,-0.06,Neutral,Weak,BPCL,Oil & Gas,large,False,False,False,False,,
BRITANNIA,2026-06-30,2026-06-01,5185.0,5265.0,-1.52,2484625,21500,2100,0.87,Neutral,Weak,Britannia Industries,Consumer Goods,large,False,False,False,False,,
CAMS,2026-06-30,2026-06-01,771.1,795.15,-3.02,5673000,-165000,2238,-2.83,Long Unwinding,Moderate,CAMS,Financial Services,mid,False,False,False,False,,
CANBK,2026-06-30,2026-06-01,129.02,132.44,-2.58,254461500,2119500,3583,0.84,Neutral,Weak,Canara Bank,Banking,mid,False,False,True,False,,
CHOLAFIN,2026-06-30,2026-06-01,1503.4,1553.3,-3.21,15416875,61875,1991,0.4,Neutral,Weak,Cholamandalam Finance,Financial Services,mid,False,False,True,False,,
CIPLA,2026-06-30,2026-06-01,1387.6,1404.0,-1.17,14522625,-19500,1814,-0.13,Neutral,Weak,Cipla,Pharmaceuticals,large,True,False,False,False,,
COALINDIA,2026-06-30,2026-06-01,476.35,462.15,3.07,73993500,5904900,32181,8.67,Long Buildup,Moderate,Coal India,Metals & Mining,large,True,False,False,False,,
COFORGE,2026-06-30,2026-06-01,1459.6,1435.1,1.71,15570000,367500,11863,2.42,Long Buildup,Moderate,Coforge,Information Technology,mid,False,False,False,False,,
COLPAL,2026-06-30,2026-06-01,1994.9,2061.6,-3.24,4843350,6750,2525,0.14,Neutral,Weak,Colgate Palmolive,Consumer Goods,mid,False,False,True,False,,
CONCOR,2026-06-30,2026-06-01,465.25,467.85,-0.56,24486250,1223750,3465,5.26,Neutral,Weak,Container Corporation,Infrastructure,mid,False,False,False,False,,
CROMPTON,2026-06-30,2026-06-01,276.0,285.35,-3.28,51379200,-1391400,3824,-2.64,Long Unwinding,Moderate,Crompton Greaves Consumer,Consumer Goods,mid,False,False,False,False,,
CUMMINSIND,2026-06-30,2026-06-01,5727.5,5947.0,-3.69,3351000,9600,4931,0.29,Neutral,Weak,Cummins India,Infrastructure,mid,False,False,False,False,,
DABUR,2026-06-30,2026-06-01,428.0,447.65,-4.39,20667500,1005000,3387,5.11,Short Buildup,Moderate,Dabur India,Consumer Goods,mid,False,False,True,False,,
DALBHARAT,2026-06-30,2026-06-01,1751.1,1764.7,-0.77,3594825,49400,863,1.39,Neutral,Weak,Dalmia Bharat,Cement,mid,False,False,False,False,,
DELHIVERY,2026-06-30,2026-06-01,440.2,457.4,-3.76,29487825,400475,2128,1.38,Neutral,Weak,Delhivery,Infrastructure,mid,False,False,False,False,,
DIVISLAB,2026-06-30,2026-06-01,6604.0,6747.0,-2.12,2371300,21800,2388,0.93,Neutral,Weak,Divis Laboratories,Pharmaceuticals,large,False,False,False,False,,
DLF,2026-06-30,2026-06-01,584.65,596.65,-2.01,41369625,188925,4385,0.46,Neutral,Weak,DLF,Real Estate,large,False,False,False,False,,
DRREDDY,2026-06-30,2026-06-01,1295.5,1314.2,-1.42,16390000,-350625,2164,-2.09,Long Unwinding,Moderate,Dr Reddys Laboratories,Pharmaceuticals,large,True,False,False,False,,
EICHERMOT,2026-06-30,2026-06-01,7147.0,7264.0,-1.61,3287200,6400,4597,0.2,Neutral,Weak,Eicher Motors,Automobile,large,True,False,False,False,,
ETERNAL,2026-06-30,2026-06-01,249.6,253.4,-1.5,203113150,-29100,5977,-0.01,Neutral,Weak,Eternal,Consumer Services,large,True,False,False,False,,
EXIDEIND,2026-06-30,2026-06-01,395.85,391.3,1.16,26368200,529200,2829,2.05,Long Buildup,Moderate,Exide Industries,Automobile,mid,False,False,False,False,,
FEDERALBNK,2026-06-30,2026-06-01,289.65,288.7,0.33,112242500,30000,5287,0.03,Neutral,Weak,Federal Bank,Banking,mid,False,True,False,False,,
FORTIS,2026-06-30,2026-06-01,933.55,939.55,-0.64,9462750,-94550,1386,-0.99,Neutral,Weak,Fortis Healthcare,Healthcare,mid,False,False,False,False,,
GAIL,2026-06-30,2026-06-01,164.52,166.35,-1.1,77672700,595350,2240,0.77,Neutral,Weak,GAIL,Oil & Gas,large,False,False,True,False,,
GODREJCP,2026-06-30,2026-06-01,1014.0,1040.1,-2.51,10903500,-267000,2797,-2.39,Long Unwinding,Moderate,Godrej Consumer Products,Consumer Goods,mid,False,False,True,False,,
GODREJPROP,2026-06-30,2026-06-01,1727.8,1784.9,-3.2,7717600,15950,2849,0.21,Neutral,Weak,Godrej Properties,Real Estate,mid,False,False,False,False,,
GRASIM,2026-06-30,2026-06-01,3120.4,3157.4,-1.17,14509250,-99000,2487,-0.68,Neutral,Weak,Grasim Industries,Diversified,large,True,False,False,False,,
HAL,2026-06-30,2026-06-01,4275.2,4349.0,-1.7,6137100,-88350,4143,-1.42,Neutral,Weak,Hindustan Aeronautics,Defence,large,False,False,False,False,,
HAVELLS,2026-06-30,2026-06-01,1152.0,1190.5,-3.23,9886000,210000,2659,2.17,Short Buildup,Moderate,Havells India,Consumer Goods,large,False,False,True,False,,
HCLTECH,2026-06-30,2026-06-01,1199.0,1174.9,2.05,37835000,-2077250,14118,-5.2,Short Covering,Moderate,HCL Technologies,Information Technology,large,True,False,False,False,,
HDFCAMC,2026-06-30,2026-06-01,2622.7,2705.6,-3.06,6531000,-70500,2532,-1.07,Neutral,Weak,HDFC AMC,Financial Services,large,False,False,True,False,,
HDFCBANK,2026-06-30,2026-06-01,735.0,741.0,-0.81,358009850,1197350,33594,0.34,Neutral,Weak,HDFC Bank,Banking,large,True,True,False,False,,
HDFCLIFE,2026-06-30,2026-06-01,588.75,598.8,-1.68,49637500,344300,3222,0.7,Neutral,Weak,HDFC Life,Financial Services,large,True,False,False,False,,
HEROMOTOCO,2026-06-30,2026-06-01,4844.2,4960.5,-2.34,4040550,119100,5591,3.04,Short Buildup,Moderate,Hero MotoCorp,Automobile,large,False,False,False,False,,
HINDALCO,2026-06-30,2026-06-01,1149.7,1140.1,0.84,30907800,227500,5202,0.74,Neutral,Weak,Hindalco Industries,Metals & Mining,large,True,False,False,False,,
HINDUNILVR,2026-06-30,2026-06-01,2079.0,2156.5,-3.59,14847600,315600,6175,2.17,Short Buildup,Moderate,Hindustan Unilever,Consumer Goods,large,True,False,False,False,,
ICICIBANK,2026-06-30,2026-06-01,1248.5,1270.0,-1.69,160185200,-61600,10404,-0.04,Neutral,Weak,ICICI Bank,Banking,large,True,True,False,False,,
ICICIGI,2026-06-30,2026-06-01,1758.4,1814.2,-3.08,4436900,34450,1694,0.78,Neutral,Weak,ICICI Lombard,Financial Services,large,False,False,True,False,,
ICICIPRULI,2026-06-30,2026-06-01,490.95,507.45,-3.25,16983000,351500,2570,2.11,Short Buildup,Moderate,ICICI Prudential Life,Financial Services,large,False,False,False,False,,
IDFCFIRSTB,2026-06-30,2026-06-01,71.77,71.91,-0.19,415000600,6937700,2994,1.7,Neutral,Weak,IDFC First Bank,Banking,mid,False,True,False,False,,
IEX,2026-06-30,2026-06-01,126.02,129.41,-2.62,68021250,-225000,1228,-0.33,Neutral,Weak,Indian Energy Exchange,Financial Services,mid,False,False,True,False,,
INDHOTEL,2026-06-30,2026-06-01,647.35,659.15,-1.79,21179000,-55000,2312,-0.26,Neutral,Weak,Indian Hotels,Consumer Goods,mid,False,False,True,False,,
INDIANB,2026-06-30,2026-06-01,806.15,820.1,-1.7,15269000,102000,4366,0.67,Neutral,Weak,Indian Bank,Banking,mid,False,False,False,False,,
INDIGO,2026-06-30,2026-06-01,4491.0,4453.0,0.85,7127550,-138900,15431,-1.91,Neutral,Weak,IndiGo,Consumer Goods,large,True,False,False,False,,
INDUSINDBK,2026-06-30,2026-06-01,907.2,923.75,-1.79,33164600,553700,2670,1.7,Neutral,Weak,IndusInd Bank,Banking,large,False,True,False,False,,
INDUSTOWER,2026-06-30,2026-06-01,434.5,446.3,-2.64,91896900,642600,3325,0.7,Neutral,Weak,Indus Towers,Telecom,large,False,False,True,False,,
INFY,2026-06-30,2026-06-01,1204.7,1171.0,2.88,85086400,-920000,30697,-1.07,Neutral,Weak,Infosys,Information Technology,large,True,False,False,False,,
IOC,2026-06-30,2026-06-01,139.96,141.94,-1.39,105792375,2301000,2268,2.22,Short Buildup,Moderate,Indian Oil Corporation,Oil & Gas,large,False,False,True,False,,
IREDA,2026-06-30,2026-06-01,119.61,126.63,-5.54,59860950,7072500,6087,13.4,Short Buildup,Strong,IREDA,Financial Services,mid,False,False,False,False,,
IRFC,2026-06-30,2026-06-01,95.44,97.0,-1.61,55959750,1542750,1076,2.84,Short Buildup,Moderate,IRFC,Financial Services,large,False,False,True,False,,
ITC,2026-06-30,2026-06-01,281.45,289.95,-2.93,163152000,1142400,9851,0.71,Neutral,Weak,ITC,Consumer Goods,large,True,False,False,False,,
JINDALSTEL,2026-06-30,2026-06-01,1217.5,1220.2,-0.22,12056875,-241875,1693,-1.97,Neutral,Weak,Jindal Steel & Power,Metals & Mining,mid,False,False,False,False,,
JIOFIN,2026-06-30,2026-06-01,235.54,241.01,-2.27,163889000,-815450,5169,-0.5,Neutral,Weak,Jio Financial Services,Financial Services,large,True,False,False,False,,
JSWENERGY,2026-06-30,2026-06-01,584.25,597.05,-2.14,22684000,-327000,2701,-1.42,Neutral,Weak,JSW Energy,Power,mid,False,False,False,False,,
JSWSTEEL,2026-06-30,2026-06-01,1309.0,1292.9,1.25,42643125,-20925,2496,-0.05,Neutral,Weak,JSW Steel,Metals & Mining,large,True,False,False,False,,
JUBLFOOD,2026-06-30,2026-06-01,423.05,432.6,-2.21,28438750,-330000,4013,-1.15,Neutral,Weak,Jubilant Foodworks,Consumer Goods,mid,False,False,False,False,,
KOTAKBANK,2026-06-30,2026-06-01,380.4,388.25,-2.02,181954000,288000,4897,0.16,Neutral,Weak,Kotak Mahindra Bank,Banking,large,True,True,False,False,,
KPITTECH,2026-06-30,2026-06-01,768.85,770.2,-0.18,7712050,203150,5026,2.71,Neutral,Weak,KPIT Technologies,Information Technology,mid,False,False,False,False,,
LAURUSLABS,2026-06-30,2026-06-01,1395.4,1375.0,1.48,17073950,-442850,3204,-2.53,Short Covering,Moderate,Laurus Labs,Pharmaceuticals,mid,False,False,False,False,,
LICHSGFIN,2026-06-30,2026-06-01,540.35,539.35,0.19,29438000,-235000,4004,-0.79,Neutral,Weak,LIC Housing Finance,Financial Services,mid,False,False,False,False,,
LICI,2026-06-30,2026-06-01,398.35,408.9,-2.58,21882000,662200,3435,3.12,Short Buildup,Moderate,LIC of India,Financial Services,large,False,False,True,False,,
LT,2026-06-30,2026-06-01,4029.4,4111.8,-2.0,13398350,118825,8453,0.89,Neutral,Weak,Larsen & Toubro,Infrastructure,large,True,False,False,False,,
LUPIN,2026-06-30,2026-06-01,2278.6,2282.4,-0.17,6567525,-72250,1896,-1.09,Neutral,Weak,Lupin,Pharmaceuticals,large,False,False,True,False,,
M&M,2026-06-30,2026-06-01,2996.1,3079.3,-2.7,17611800,272600,15149,1.57,Neutral,Weak,Mahindra & Mahindra,Automobile,large,True,False,False,False,,
MANAPPURAM,2026-06-30,2026-06-01,317.85,328.15,-3.14,45309000,-1272000,2654,-2.73,Long Unwinding,Moderate,Manappuram Finance,Financial Services,mid,False,False,False,False,,
MARICO,2026-06-30,2026-06-01,811.35,831.45,-2.42,16200000,26400,1209,0.16,Neutral,Weak,Marico,Consumer Goods,large,False,False,True,False,,
MARUTI,2026-06-30,2026-06-01,13012.0,13273.0,-1.97,3022850,9650,9308,0.32,Neutral,Weak,Maruti Suzuki,Automobile,large,True,False,False,False,,
MAXHEALTH,2026-06-30,2026-06-01,945.35,976.35,-3.18,12713925,-59325,2914,-0.46,Neutral,Weak,Max Healthcare,Healthcare,mid,True,False,True,False,,
MCX,2026-06-30,2026-06-01,2913.7,2984.4,-2.37,12083750,306250,6059,2.6,Short Buildup,Moderate,MCX,Financial Services,mid,False,False,False,False,,
MFSL,2026-06-30,2026-06-01,1636.4,1689.4,-3.14,9888800,20000,1467,0.2,Neutral,Weak,Max Financial Services,Financial Services,mid,False,False,False,False,,
MOTHERSON,2026-06-30,2026-06-01,141.29,144.35,-2.12,151265400,2982750,5612,2.01,Short Buildup,Moderate,Samvardhana Motherson,Automobile,mid,False,False,False,False,,
MPHASIS,2026-06-30,2026-06-01,2321.5,2285.4,1.58,4134075,-105050,2889,-2.48,Short Covering,Moderate,Mphasis,Information Technology,mid,False,False,False,False,,
MUTHOOTFIN,2026-06-30,2026-06-01,3235.8,3252.4,-0.51,3897025,-6325,2071,-0.16,Neutral,Weak,Muthoot Finance,Financial Services,mid,False,False,True,False,,
NATIONALUM,2026-06-30,2026-06-01,438.3,427.35,2.56,43535625,-1595625,6918,-3.54,Short Covering,Moderate,National Aluminium,Metals & Mining,mid,False,False,False,False,,
NAUKRI,2026-06-30,2026-06-01,1009.05,1005.9,0.31,14217000,-355500,3592,-2.44,Neutral,Weak,Info Edge,Information Technology,large,False,False,True,False,,
NBCC,2026-06-30,2026-06-01,105.2,101.72,3.42,106060500,3822000,6327,3.74,Long Buildup,Moderate,NBCC,Infrastructure,mid,False,False,False,False,,
NESTLEIND,2026-06-30,2026-06-01,1402.9,1438.3,-2.46,12195500,-110000,1643,-0.89,Neutral,Weak,Nestle India,Consumer Goods,large,True,False,False,False,,
NHPC,2026-06-30,2026-06-01,76.23,79.05,-3.57,114752000,2112000,2250,1.88,Neutral,Weak,NHPC,Power,mid,False,False,False,False,,
NMDC,2026-06-30,2026-06-01,93.2,89.11,4.59,358202250,2301750,10829,0.65,Neutral,Weak,NMDC,Metals & Mining,mid,False,False,False,False,,
NTPC,2026-06-30,2026-06-01,381.55,391.3,-2.49,121722000,1419000,5774,1.18,Neutral,Weak,NTPC,Power,large,True,False,False,False,,
NYKAA,2026-06-30,2026-06-01,268.45,264.55,1.47,49015625,843750,2173,1.75,Neutral,Weak,FSN E-Commerce,Consumer Goods,mid,False,False,True,False,,
OBEROIRLTY,2026-06-30,2026-06-01,1647.6,1688.3,-2.41,6342000,-29750,1415,-0.47,Neutral,Weak,Oberoi Realty,Real Estate,mid,False,False,False,False,,
OFSS,2026-06-30,2026-06-01,10271.5,10033.5,2.37,1160775,-9300,3857,-0.79,Neutral,Weak,Oracle Financial Services,Information Technology,large,False,False,True,False,,
ONGC,2026-06-30,2026-06-01,265.7,268.4,-1.01,90099000,87750,3303,0.1,Neutral,Weak,ONGC,Oil & Gas,large,True,False,False,False,,
PAGEIND,2026-06-30,2026-06-01,37440.0,38140.0,-1.84,289515,2775,1496,0.97,Neutral,Weak,Page Industries,Consumer Goods,mid,False,False,True,False,,
PAYTM,2026-06-30,2026-06-01,1102.9,1132.3,-2.6,17282550,311750,3359,1.84,Neutral,Weak,One97 Communications,Financial Services,mid,False,False,True,False,,
PERSISTENT,2026-06-30,2026-06-01,5352.0,5190.7,3.11,3181300,-59900,8564,-1.85,Neutral,Weak,Persistent Systems,Information Technology,mid,False,False,False,False,,
PETRONET,2026-06-30,2026-06-01,269.75,273.4,-1.34,29054800,214700,5065,0.74,Neutral,Weak,Petronet LNG,Oil & Gas,mid,False,False,False,False,,
PFC,2026-06-30,2026-06-01,421.1,429.4,-1.93,50908000,-535600,3354,-1.04,Neutral,Weak,Power Finance Corporation,Financial Services,large,False,False,True,False,,
PIDILITIND,2026-06-30,2026-06-01,1465.8,1493.7,-1.87,6218000,-52500,1168,-0.84,Neutral,Weak,Pidilite Industries,Chemicals,large,False,False,True,False,,
PIIND,2026-06-30,2026-06-01,2706.4,2776.2,-2.51,3504725,20475,1389,0.59,Neutral,Weak,PI Industries,Chemicals,mid,False,False,False,False,,
PNB,2026-06-30,2026-06-01,104.67,107.0,-2.18,296160000,4016000,2454,1.37,Neutral,Weak,Punjab National Bank,Banking,mid,False,True,True,False,,
POLYCAB,2026-06-30,2026-06-01,9512.5,9569.5,-0.6,1747875,-3875,1999,-0.22,Neutral,Weak,Polycab India,Consumer Goods,large,False,False,False,False,,
POWERGRID,2026-06-30,2026-06-01,287.9,293.9,-2.04,79737300,-841700,2762,-1.04,Neutral,Weak,Power Grid,Power,large,True,False,False,False,,
RBLBANK,2026-06-30,2026-06-01,341.05,347.9,-1.97,64141350,-1063625,1701,-1.63,Neutral,Weak,RBL Bank,Banking,mid,False,True,False,False,,
RECLTD,2026-06-30,2026-06-01,332.15,339.65,-2.21,63611800,-78400,3052,-0.12,Neutral,Weak,REC,Financial Services,large,False,False,True,False,,
RELIANCE,2026-06-30,2026-06-01,1324.8,1329.9,-0.38,113476000,266000,14275,0.23,Neutral,Weak,Reliance Industries,Oil & Gas,large,True,False,False,False,,
SAIL,2026-06-30,2026-06-01,205.51,206.58,-0.52,174304200,-615700,1992,-0.35,Neutral,Weak,Steel Authority of India,Metals & Mining,mid,False,False,True,False,,
SBICARD,2026-06-30,2026-06-01,591.5,602.0,-1.74,26696800,857600,5148,3.32,Short Buildup,Moderate,SBI Cards,Financial Services,large,False,False,False,False,,
SBILIFE,2026-06-30,2026-06-01,1821.8,1847.2,-1.38,7923000,-30750,2275,-0.39,Neutral,Weak,SBI Life Insurance,Financial Services,large,True,False,False,False,,
SBIN,2026-06-30,2026-06-01,959.6,973.3,-1.41,93128250,-390750,11349,-0.42,Neutral,Weak,State Bank of India,Banking,large,True,True,False,False,,
SHREECEM,2026-06-30,2026-06-01,24500.0,24740.0,-0.97,413750,10100,1637,2.5,Short Buildup,Moderate,Shree Cement,Cement,large,False,False,False,False,,
SHRIRAMFIN,2026-06-30,2026-06-01,926.65,956.3,-3.1,38734575,-833250,6194,-2.11,Long Unwinding,Moderate,Shriram Finance,Financial Services,large,True,False,False,False,,
SIEMENS,2026-06-30,2026-06-01,3712.4,3804.9,-2.43,3055500,85575,4244,2.88,Short Buildup,Moderate,Siemens,Infrastructure,large,False,False,True,False,,
SONACOMS,2026-06-30,2026-06-01,600.45,613.5,-2.13,15499925,-554925,1802,-3.46,Long Unwinding,Moderate,Sona BLW Precision,Automobile,mid,False,False,False,False,,
SRF,2026-06-30,2026-06-01,2704.2,2723.7,-0.72,3084600,-20800,1633,-0.67,Neutral,Weak,SRF,Chemicals,mid,False,False,False,False,,
SUNPHARMA,2026-06-30,2026-06-01,1806.9,1819.3,-0.68,23462950,-268100,4879,-1.13,Neutral,Weak,Sun Pharmaceutical,Pharmaceuticals,large,True,False,False,False,,
TATACONSUM,2026-06-30,2026-06-01,1152.5,1192.2,-3.33,16712300,626450,2902,3.89,Short Buildup,Moderate,Tata Consumer Products,Consumer Goods,large,True,False,True,False,,
TATAELXSI,2026-06-30,2026-06-01,4264.5,4271.0,-0.15,1705500,-10900,2213,-0.64,Neutral,Weak,Tata Elxsi,Information Technology,mid,False,False,True,False,,
TATASTEEL,2026-06-30,2026-06-01,207.88,206.48,0.68,170384500,-2062500,6554,-1.2,Neutral,Weak,Tata Steel,Metals & Mining,large,True,False,False,False,,
TCS,2026-06-30,2026-06-01,2316.1,2281.1,1.53,40682950,581000,28816,1.45,Neutral,Weak,Tata Consultancy Services,Information Technology,large,True,False,False,False,,
TECHM,2026-06-30,2026-06-01,1547.0,1483.3,4.29,22089600,2389200,9773,12.13,Long Buildup,Strong,Tech Mahindra,Information Technology,large,True,False,False,False,,
TIINDIA,2026-06-30,2026-06-01,3071.2,3180.4,-3.43,2268400,-20400,971,-0.89,Neutral,Weak,Tube Investments,Automobile,mid,False,False,False,False,,
TITAN,2026-06-30,2026-06-01,4050.2,4109.6,-1.45,6880125,-56525,2939,-0.81,Neutral,Weak,Titan Company,Consumer Goods,large,True,False,False,False,,
TMPV,2026-06-30,2026-06-01,385.1,395.5,-2.63,65253600,570400,11783,0.88,Neutral,Weak,Tata Motors Passenger Vehicles,Automobile and Auto Components,large,True,False,False,False,,
TORNTPHARM,2026-06-30,2026-06-01,4380.1,4461.4,-1.82,2994625,250,2248,0.01,Neutral,Weak,Torrent Pharmaceuticals,Pharmaceuticals,mid,False,False,False,False,,
TRENT,2026-06-30,2026-06-01,4133.7,4265.0,-3.08,6236100,34700,6746,0.56,Neutral,Weak,Trent,Consumer Services,large,True,False,False,False,,
TVSMOTOR,2026-06-30,2026-06-01,3371.5,3396.4,-0.73,10665725,186200,5879,1.78,Neutral,Weak,TVS Motor Company,Automobile,large,False,False,True,False,,
ULTRACEMCO,2026-06-30,2026-06-01,11323.0,11615.0,-2.51,2370500,10850,3462,0.46,Neutral,Weak,UltraTech Cement,Cement,large,True,False,False,False,,
UNIONBANK,2026-06-30,2026-06-01,163.97,169.88,-3.48,123678750,495600,2648,0.4,Neutral,Weak,Union Bank of India,Banking,mid,False,False,False,False,,
UNOMINDA,2026-06-30,2026-06-01,1086.5,1115.9,-2.63,4641450,38500,1191,0.84,Neutral,Weak,Uno Minda,Automobile,mid,False,False,False,False,,
UPL,2026-06-30,2026-06-01,648.65,650.6,-0.3,25197580,-153115,831,-0.6,Neutral,Weak,UPL,Chemicals,large,False,False,True,False,,
VBL,2026-06-30,2026-06-01,528.35,534.1,-1.08,44386875,-172125,2957,-0.39,Neutral,Weak,Varun Beverages,Consumer Goods,large,False,False,True,False,,
VEDL,2026-06-30,2026-06-01,337.75,350.1,-3.53,48028600,2863500,13528,6.34,Short Buildup,Moderate,Vedanta,Metals & Mining,large,False,False,True,False,,
VOLTAS,2026-06-30,2026-06-01,1226.2,1243.0,-1.35,9815250,17250,3146,0.18,Neutral,Weak,Voltas,Consumer Goods,mid,False,False,False,False,,
WIPRO,2026-06-30,2026-06-01,190.63,188.9,0.92,248973000,-2343000,16992,-0.93,Neutral,Weak,Wipro,Information Technology,large,True,False,False,False,,
YESBANK,2026-06-30,2026-06-01,23.21,23.46,-1.07,1209665600,4820500,6109,0.4,Neutral,Weak,Yes Bank,Banking,mid,False,False,False,False,,
ZYDUSLIFE,2026-06-30,2026-06-01,1097.5,1091.2,0.58,10459800,-393300,1929,-3.62,Neutral,Weak,Zydus Lifesciences,Pharmaceuticals,large,False,False,False,False,,
